id,name,loc,years,fee,link-href,info,clinic_add,sched_day,sched_time,services,clinic_loc,clinic_name,clinic_fee,clinic_dir
7,Dr. Jeannie Francisco-Diaz,"San Joaquin, Pasig",16,₱500,https://www.practo.com/pasig/doctor/dr-jennie-francisco-diaz-dermatologist-cosmetologist-dermatologist?specialization=&practice_id=890605,"Dr. Jeannie Francisco-Diaz is a Dermatologist in Tunasan, Muntinlupa and has an experience of 16 years in this field.                                             more..","2F Alabang Town Center Alabang, Muntinlupa, Muntinlupa",Mon - Sat,10:00 AM - 7:00 PM,"[{""services"":""Other Services On Website""},{""services"":""Ipixel Surfacing""},{""services"":""Ultherapy ( HIFU)""},{""services"":""Laser For Slimming""},{""services"":""Botox / Mesotherapy""}]","Tunasan, Muntinlupa",Skin 101,₱500,"http://www.google.com/maps/place/14.377028,121.04445"
7,Dr. Jeannie Francisco-Diaz,"San Joaquin, Pasig",16,₱500,https://www.practo.com/pasig/doctor/dr-jennie-francisco-diaz-dermatologist-cosmetologist-dermatologist?specialization=&practice_id=890605,"Dr. Jeannie Francisco-Diaz is a Dermatologist in Tunasan, Muntinlupa and has an experience of 16 years in this field.                                             more..","2nd Level, SM Fairview Quezon City, Quezon City","Tue, Thu",12:00 PM - 7:00 PM,"[{""services"":""Other Services On Website""},{""services"":""Ipixel Surfacing""},{""services"":""Ultherapy ( HIFU)""},{""services"":""Laser For Slimming""},{""services"":""Botox / Mesotherapy""}]","Santa Monica, Quezon City",skin 101,₱500,"http://www.google.com/maps/place/14.721107,121.04842"
7,Dr. Jeannie Francisco-Diaz,"San Joaquin, Pasig",16,₱500,https://www.practo.com/pasig/doctor/dr-jennie-francisco-diaz-dermatologist-cosmetologist-dermatologist?specialization=&practice_id=890605,"Dr. Jeannie Francisco-Diaz is a Dermatologist in Tunasan, Muntinlupa and has an experience of 16 years in this field.                                             more..","4th Level Market! Market, Bonifacio Global City Taguig, Landmark: Inside Market Market, Taguig",Mon - Sun,10:00 AM - 7:00 PM,"[{""services"":""Other Services On Website""},{""services"":""Ipixel Surfacing""},{""services"":""Ultherapy ( HIFU)""},{""services"":""Laser For Slimming""},{""services"":""Botox / Mesotherapy""}]","Fort Bonifacio, Taguig",Skin 101,₱500,"http://www.google.com/maps/place/14.549274,121.05466"
7,Dr. Jeannie Francisco-Diaz,"San Joaquin, Pasig",16,₱500,https://www.practo.com/pasig/doctor/dr-jennie-francisco-diaz-dermatologist-cosmetologist-dermatologist?specialization=&practice_id=890605,"Dr. Jeannie Francisco-Diaz is a Dermatologist in Tunasan, Muntinlupa and has an experience of 16 years in this field.                                             more..","187 M.Concepcion Street. San Joauquin, Pasig City, Pasig",Mon - Sun,11:00 AM - 9:00 PM,"[{""services"":""Other Services On Website""},{""services"":""Ipixel Surfacing""},{""services"":""Ultherapy ( HIFU)""},{""services"":""Laser For Slimming""},{""services"":""Botox / Mesotherapy""}]","San Joaquin, Pasig",Skin 101,₱500,"http://www.google.com/maps/place/14.55363,121.07009"
8,Dr. Jennylyn Chun,"Ortigas, Pasig",6,₱800,https://www.practo.com/pasig/doctor/dr-jennylyn-chun-dermatologist?specialization=&practice_id=1160052,Dermatologist in Kamiseta Skin Laser Clinic,"3rd Flr Ayala Malls The 30th, Meralco Avenue, Pasig City, Landmark: Ayala Malls The 30th, Pasig",Wed,5:00 PM - 9:00 PM,"[{""services"":""skin whitening""},{""services"":""Syphilis Treatment""},{""services"":""Acne treatment without laser""},{""services"":""Acne Treatment""},{""services"":""Hydrafacial + Revlite Laser""},{""services"":""Firming Facial with Laser""},{""services"":""Hydrafacial + FOTONA Laser""},{""services"":""Ultralift Facial with Laser""},{""services"":""Whitening Facial with Laser""},{""services"":""Revitalizing Facial with Laser""},{""services"":""Hydrafacial + FOTONA""},{""services"":""Kamiseta Revitalizing Glow Signature Facial""},{""services"":""Sclerotherapy""},{""services"":""Botox""},{""services"":""Fillers""}]","Ortigas, Pasig",Kamiseta Skin,₱800,"http://www.google.com/maps/place/14.580257,121.06515"
8,Dr. Jennylyn Chun,"Ortigas, Pasig",6,₱800,https://www.practo.com/pasig/doctor/dr-jennylyn-chun-dermatologist?specialization=&practice_id=1160052,Dermatologist in Kamiseta Skin Laser Clinic,"3rd Flr Ayala Malls The 30th, Meralco Avenue, Pasig City, Landmark: Ayala Malls The 30th, Pasig","Tue, Sun",1:00 PM - 9:00 PM,"[{""services"":""skin whitening""},{""services"":""Syphilis Treatment""},{""services"":""Acne treatment without laser""},{""services"":""Acne Treatment""},{""services"":""Hydrafacial + Revlite Laser""},{""services"":""Firming Facial with Laser""},{""services"":""Hydrafacial + FOTONA Laser""},{""services"":""Ultralift Facial with Laser""},{""services"":""Whitening Facial with Laser""},{""services"":""Revitalizing Facial with Laser""},{""services"":""Hydrafacial + FOTONA""},{""services"":""Kamiseta Revitalizing Glow Signature Facial""},{""services"":""Sclerotherapy""},{""services"":""Botox""},{""services"":""Fillers""}]","Ortigas, Pasig",Kamiseta Skin,₱800,"http://www.google.com/maps/place/14.580257,121.06515"
9,Dr. Jocelyn Navalta,"Kapitolyo, Pasig",18,Free Consultation,https://www.practo.com/pasig/doctor/jocelyn-nayalta-dermatologist-cosmetologist?specialization=&practice_id=1133659,"Dr. Jocelyn Navalta is a Dermatologist and Hair Transplant Surgeon in Kapitolyo, Pasig and has an experience of 18 years in these fields.                         more..","The Medical City, Ortigas Avenue, Pasig City, Pasig",Wed,10:00 AM - 6:00 PM,"[{""services"":""Hair Transplant Surgery""},{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Laser Resurfacing""},{""services"":""Aesthetic Procedures""},{""services"":""Dermabrasion""},{""services"":""Scar Treatment""},{""services"":""Acne / Pimples Treatment""},{""services"":""Wart Removal""},{""services"":""Laser Hair Removal - Face""},{""services"":""Anti Aging Treatment""},{""services"":""Tattoo Removal""},{""services"":""Photofacial""}]","Kapitolyo, Pasig",The Medical City,null,"http://www.google.com/maps/place/14.573447,121.06215"
9,Dr. Jocelyn Navalta,"Kapitolyo, Pasig",18,Free Consultation,https://www.practo.com/pasig/doctor/jocelyn-nayalta-dermatologist-cosmetologist?specialization=&practice_id=1133659,"Dr. Jocelyn Navalta is a Dermatologist and Hair Transplant Surgeon in Kapitolyo, Pasig and has an experience of 18 years in these fields.                         more..","Rm 502 MATI Building, Ortigas Ave., Pasig City, Pasig",Sat,9:00 AM - 11:00 PM,"[{""services"":""Hair Transplant Surgery""},{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Laser Resurfacing""},{""services"":""Aesthetic Procedures""},{""services"":""Dermabrasion""},{""services"":""Scar Treatment""},{""services"":""Acne / Pimples Treatment""},{""services"":""Wart Removal""},{""services"":""Laser Hair Removal - Face""},{""services"":""Anti Aging Treatment""},{""services"":""Tattoo Removal""},{""services"":""Photofacial""}]","Ugong, Pasig",Hair Infinity Clinic,₱800,"http://www.google.com/maps/place/14.589747,121.06922"
9,Dr. Jocelyn Navalta,"Kapitolyo, Pasig",18,Free Consultation,https://www.practo.com/pasig/doctor/jocelyn-nayalta-dermatologist-cosmetologist?specialization=&practice_id=1133659,"Dr. Jocelyn Navalta is a Dermatologist and Hair Transplant Surgeon in Kapitolyo, Pasig and has an experience of 18 years in these fields.                         more..","Rm 502 MATI Building, Ortigas Ave., Pasig City, Pasig",Thu,10:00 AM - 5:00 PM,"[{""services"":""Hair Transplant Surgery""},{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Laser Resurfacing""},{""services"":""Aesthetic Procedures""},{""services"":""Dermabrasion""},{""services"":""Scar Treatment""},{""services"":""Acne / Pimples Treatment""},{""services"":""Wart Removal""},{""services"":""Laser Hair Removal - Face""},{""services"":""Anti Aging Treatment""},{""services"":""Tattoo Removal""},{""services"":""Photofacial""}]","Ugong, Pasig",Hair Infinity Clinic,₱800,"http://www.google.com/maps/place/14.589747,121.06922"
9,Dr. Jocelyn Navalta,"Kapitolyo, Pasig",18,Free Consultation,https://www.practo.com/pasig/doctor/jocelyn-nayalta-dermatologist-cosmetologist?specialization=&practice_id=1133659,"Dr. Jocelyn Navalta is a Dermatologist and Hair Transplant Surgeon in Kapitolyo, Pasig and has an experience of 18 years in these fields.                         more..","The Medical City, Ortigas Avenue, Pasig City, Pasig","Tue, Thu, Sat",2:00 PM - 6:00 PM,"[{""services"":""Hair Transplant Surgery""},{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Laser Resurfacing""},{""services"":""Aesthetic Procedures""},{""services"":""Dermabrasion""},{""services"":""Scar Treatment""},{""services"":""Acne / Pimples Treatment""},{""services"":""Wart Removal""},{""services"":""Laser Hair Removal - Face""},{""services"":""Anti Aging Treatment""},{""services"":""Tattoo Removal""},{""services"":""Photofacial""}]","Kapitolyo, Pasig",The Medical City,null,"http://www.google.com/maps/place/14.573447,121.06215"
9,Dr. Jocelyn Navalta,"Kapitolyo, Pasig",18,Free Consultation,https://www.practo.com/pasig/doctor/jocelyn-nayalta-dermatologist-cosmetologist?specialization=&practice_id=1133659,"Dr. Jocelyn Navalta is a Dermatologist and Hair Transplant Surgeon in Kapitolyo, Pasig and has an experience of 18 years in these fields.                         more..","Rm 502 MATI Building, Ortigas Ave., Pasig City, Pasig",Tue - Wed,10:00 AM - 7:00 PM,"[{""services"":""Hair Transplant Surgery""},{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Laser Resurfacing""},{""services"":""Aesthetic Procedures""},{""services"":""Dermabrasion""},{""services"":""Scar Treatment""},{""services"":""Acne / Pimples Treatment""},{""services"":""Wart Removal""},{""services"":""Laser Hair Removal - Face""},{""services"":""Anti Aging Treatment""},{""services"":""Tattoo Removal""},{""services"":""Photofacial""}]","Ugong, Pasig",Hair Infinity Clinic,₱800,"http://www.google.com/maps/place/14.589747,121.06922"
10,Dr. Maria Christina Talento - Jacildo,"Rosario, Pasig",40,₱500,https://www.practo.com/pasig/doctor/dr-maria-christina-t-jacildo-internal-medicine?specialization=&practice_id=739592,"Dr. Maria Christina Talento - Jacildo is a Dermatologist and Internal Medicine in Rosario, Pasig and has an experience of 40 years in these fields.               more..","Mission Hospital, Km. 17 Ortigas Avenue Exit, Rosario,Pasig city., Pasig","Mon, Fri",9:00 AM - 12:00 PM,"[{""services"":""Laser Hair Removal - Face""},{""services"":""Cosmetic Dermatoogy""},{""services"":""Type 1 Diabetes Treatment""},{""services"":""Tattoo Removal""},{""services"":""Wart Removal""},{""services"":""Dermabrasion""},{""services"":""Acne / Pimples Treatment""},{""services"":""Photofacial""},{""services"":""Scar Treatment""},{""services"":""Laser Resurfacing""},{""services"":""Minor surgery""}]","Rosario, Pasig",Mission Hospital,₱500,"http://www.google.com/maps/place/14.589744,121.09583"
10,Dr. Maria Christina Talento - Jacildo,"Rosario, Pasig",40,₱500,https://www.practo.com/pasig/doctor/dr-maria-christina-t-jacildo-internal-medicine?specialization=&practice_id=739592,"Dr. Maria Christina Talento - Jacildo is a Dermatologist and Internal Medicine in Rosario, Pasig and has an experience of 40 years in these fields.               more..","Quezon Ave, Diliman, Quezon City, Metro Manila, Quezon City",Wed,9:00 AM - 12:00 PM,"[{""services"":""Laser Hair Removal - Face""},{""services"":""Cosmetic Dermatoogy""},{""services"":""Type 1 Diabetes Treatment""},{""services"":""Tattoo Removal""},{""services"":""Wart Removal""},{""services"":""Dermabrasion""},{""services"":""Acne / Pimples Treatment""},{""services"":""Photofacial""},{""services"":""Scar Treatment""},{""services"":""Laser Resurfacing""},{""services"":""Minor surgery""}]","Diliman, Quezon City",Lung Center of the Philippines - Room No. 1110,₱500,"http://www.google.com/maps/place/14.648041,121.04606"
10,Dr. Maria Christina Talento - Jacildo,"Rosario, Pasig",40,₱500,https://www.practo.com/pasig/doctor/dr-maria-christina-t-jacildo-internal-medicine?specialization=&practice_id=739592,"Dr. Maria Christina Talento - Jacildo is a Dermatologist and Internal Medicine in Rosario, Pasig and has an experience of 40 years in these fields.               more..","162 Epifanio Delos Santos Avenue,, Landmark: Near Reliance, Mandaluyong","Tue, Thu, Sat",11:00 AM - 2:00 PM,"[{""services"":""Laser Hair Removal - Face""},{""services"":""Cosmetic Dermatoogy""},{""services"":""Type 1 Diabetes Treatment""},{""services"":""Tattoo Removal""},{""services"":""Wart Removal""},{""services"":""Dermabrasion""},{""services"":""Acne / Pimples Treatment""},{""services"":""Photofacial""},{""services"":""Scar Treatment""},{""services"":""Laser Resurfacing""},{""services"":""Minor surgery""}]","Buayang Bato, Mandaluyong",Victor R. Potenciano Medical Center - Room No. 318,null,"http://www.google.com/maps/place/14.576969,121.049965"
11,Dr. Meriam Isla,"Santolan, Pasig",22,₱800,https://www.practo.com/pasig/doctor/dr-meriam-isla-general-physician?specialization=&practice_id=739407,"Dr. Meriam Isla is a General Physician and Dermatologist in Santolan, Pasig and has an experience of 22 years in these fields.                                    more..","Unit 2 Marietta Arcade, Gil Fernando Ave., San Roque 1801,Marikina City, Pasig",Mon - Sat,9:00 AM - 5:00 PM,"[{""services"":""Infectious Disease Treatment""},{""services"":""Preventive Medicine""},{""services"":""Fever Treatment""},{""services"":""Diabetes Management""},{""services"":""Health Checkup (General)""},{""services"":""Vaccination/ Immunization""}]","Santolan, Pasig",Metrodocs Clinic,₱800,"http://www.google.com/maps/place/14.61785,121.09258"
11,Dr. Meriam Isla,"Santolan, Pasig",22,₱800,https://www.practo.com/pasig/doctor/dr-meriam-isla-general-physician?specialization=&practice_id=739407,"Dr. Meriam Isla is a General Physician and Dermatologist in Santolan, Pasig and has an experience of 22 years in these fields.                                    more..","58, Metrodocs Clinic, Unit 5, Jacinto Plaza, Amang Rodriguez Avenue,Pasig city., Pasig",Mon - Fri,9:00 AM - 5:00 PM,"[{""services"":""Infectious Disease Treatment""},{""services"":""Preventive Medicine""},{""services"":""Fever Treatment""},{""services"":""Diabetes Management""},{""services"":""Health Checkup (General)""},{""services"":""Vaccination/ Immunization""}]","Santolan, Pasig",Metrodocs Clinic,₱800,"http://www.google.com/maps/place/14.617753,121.09238"
