id,name,loc,years,fee,link-href,info,clinic_add,sched_day,sched_time,services,clinic_loc,clinic_name,clinic_fee,clinic_dir
5,Dr. Catherine Porciuncula,"Bel-Air, Makati",9,₱500,https://www.practo.com/makati/doctor/catherine-porciuncula-dermatologist?specialization=&practice_id=1057876,"Dr. Catherine Porciuncula is an Aesthetic Dermatologist and Anti-Aging Specialist in Quezon City, Metro Manila and has an experience of 6 years in this field. D  more..","120 Plaza Royale Building, LP Leviste Street, Makati",Thu,1:00 PM - 4:00 PM,"[{""services"":""Anti Aging Treatment""},{""services"":""General Skin Consultation""},{""services"":""Facial Treatment""},{""services"":""Skin Peeling""},{""services"":""Acne Solution and Therapy""},{""services"":""Laser Treatment""},{""services"":""Cosmetic Treatments""},{""services"":""NonInvasive Surgical Procedures""},{""services"":""Anti-aging and Anti-oxidant Therapies""},{""services"":""Botox Injections""},{""services"":""Slimming and weight management""},{""services"":""Whitening and Detox Treatments""},{""services"":""Skin Care Cosmeceuticals and Regimen""}]","Bel-Air, Makati",Skintology,₱500,"http://www.google.com/maps/place/14.559483,121.02089"
6,Dr. Christine Joan Villaroman - Tuliao,"Guadalupe Viejo, Makati",13,null,https://www.practo.com/makati/doctor/dr-christine-villaroman-tuliao-dermatologist-cosmetologist?specialization=&practice_id=759060,"Dr. Christine Joan Villaroman - Tuliao is a Dermatologist in Socorro, Quezon City and has an experience of 13 years in this field.                                more..","araneta center cubao, Quezon City",Sat,3:00 PM - 5:00 PM,"[{""services"":""Botox Injections""},{""services"":""Mole Removal""},{""services"":""Laser Treatment""},{""services"":""Hair Related Diseases""},{""services"":""Hair Removal Treatment""},{""services"":""Wart Removal""},{""services"":""Anti Aging Treatment""},{""services"":""Chemical Peel""},{""services"":""Skin Biopsy""},{""services"":""Nail Problems""},{""services"":""Acne / Pimples Treatment""}]","Socorro, Quezon City",Dermapro,₱500,"http://www.google.com/maps/place/14.619901,121.05067"
6,Dr. Christine Joan Villaroman - Tuliao,"Guadalupe Viejo, Makati",13,null,https://www.practo.com/makati/doctor/dr-christine-villaroman-tuliao-dermatologist-cosmetologist?specialization=&practice_id=759060,"Dr. Christine Joan Villaroman - Tuliao is a Dermatologist in Socorro, Quezon City and has an experience of 13 years in this field.                                more..","araneta center cubao, Quezon City","Tue, Thu",2:00 PM - 5:00 PM,"[{""services"":""Botox Injections""},{""services"":""Mole Removal""},{""services"":""Laser Treatment""},{""services"":""Hair Related Diseases""},{""services"":""Hair Removal Treatment""},{""services"":""Wart Removal""},{""services"":""Anti Aging Treatment""},{""services"":""Chemical Peel""},{""services"":""Skin Biopsy""},{""services"":""Nail Problems""},{""services"":""Acne / Pimples Treatment""}]","Socorro, Quezon City",Dermapro,₱500,"http://www.google.com/maps/place/14.619901,121.05067"
6,Dr. Christine Joan Villaroman - Tuliao,"Guadalupe Viejo, Makati",13,null,https://www.practo.com/makati/doctor/dr-christine-villaroman-tuliao-dermatologist-cosmetologist?specialization=&practice_id=759060,"Dr. Christine Joan Villaroman - Tuliao is a Dermatologist in Socorro, Quezon City and has an experience of 13 years in this field.                                more..","200 Wilson Street, San Juan",Mon - Sat,10:00 AM - 7:00 PM,"[{""services"":""Botox Injections""},{""services"":""Mole Removal""},{""services"":""Laser Treatment""},{""services"":""Hair Related Diseases""},{""services"":""Hair Removal Treatment""},{""services"":""Wart Removal""},{""services"":""Anti Aging Treatment""},{""services"":""Chemical Peel""},{""services"":""Skin Biopsy""},{""services"":""Nail Problems""},{""services"":""Acne / Pimples Treatment""}]","Maytunas, San Juan",Dermapro,₱500,"http://www.google.com/maps/place/14.594589,121.03191"
6,Dr. Christine Joan Villaroman - Tuliao,"Guadalupe Viejo, Makati",13,null,https://www.practo.com/makati/doctor/dr-christine-villaroman-tuliao-dermatologist-cosmetologist?specialization=&practice_id=759060,"Dr. Christine Joan Villaroman - Tuliao is a Dermatologist in Socorro, Quezon City and has an experience of 13 years in this field.                                more..","200 Wilson Street San Juan, 1502 Manila, Philippines, San Juan","Tue, Thu",2:00 PM - 5:00 PM,"[{""services"":""Botox Injections""},{""services"":""Mole Removal""},{""services"":""Laser Treatment""},{""services"":""Hair Related Diseases""},{""services"":""Hair Removal Treatment""},{""services"":""Wart Removal""},{""services"":""Anti Aging Treatment""},{""services"":""Chemical Peel""},{""services"":""Skin Biopsy""},{""services"":""Nail Problems""},{""services"":""Acne / Pimples Treatment""}]","Maytunas, San Juan",Dermapro,₱500,"http://www.google.com/maps/place/14.594557,121.031944"
6,Dr. Christine Joan Villaroman - Tuliao,"Guadalupe Viejo, Makati",13,null,https://www.practo.com/makati/doctor/dr-christine-villaroman-tuliao-dermatologist-cosmetologist?specialization=&practice_id=759060,"Dr. Christine Joan Villaroman - Tuliao is a Dermatologist in Socorro, Quezon City and has an experience of 13 years in this field.                                more..","200 Wilson Street San Juan, 1502 Manila, Philippines, San Juan",Sat,3:00 PM - 5:00 PM,"[{""services"":""Botox Injections""},{""services"":""Mole Removal""},{""services"":""Laser Treatment""},{""services"":""Hair Related Diseases""},{""services"":""Hair Removal Treatment""},{""services"":""Wart Removal""},{""services"":""Anti Aging Treatment""},{""services"":""Chemical Peel""},{""services"":""Skin Biopsy""},{""services"":""Nail Problems""},{""services"":""Acne / Pimples Treatment""}]","Maytunas, San Juan",Dermapro,₱500,"http://www.google.com/maps/place/14.594557,121.031944"
6,Dr. Christine Joan Villaroman - Tuliao,"Guadalupe Viejo, Makati",13,null,https://www.practo.com/makati/doctor/dr-christine-villaroman-tuliao-dermatologist-cosmetologist?specialization=&practice_id=759060,"Dr. Christine Joan Villaroman - Tuliao is a Dermatologist in Socorro, Quezon City and has an experience of 13 years in this field.                                more..","3rd Floor Joya Lofts and Towers Joya Drive Rockwell Center 49 Timog Avenue, South Triangle, Landmark: Commercial Podium, Makati",Wed,4:00 PM - 7:00 PM,"[{""services"":""Botox Injections""},{""services"":""Mole Removal""},{""services"":""Laser Treatment""},{""services"":""Hair Related Diseases""},{""services"":""Hair Removal Treatment""},{""services"":""Wart Removal""},{""services"":""Anti Aging Treatment""},{""services"":""Chemical Peel""},{""services"":""Skin Biopsy""},{""services"":""Nail Problems""},{""services"":""Acne / Pimples Treatment""}]","Guadalupe Viejo, Makati",Beverly Hills 6750,null,"http://www.google.com/maps/place/14.561602,121.03383"
7,Dr. Claudine Rae Lagman-Javier,"San Lorenzo, Makati",11,Free Consultation,https://www.practo.com/makati/doctor/dr-claudine-rae-lagman-javier-dermatologist-cosmetologist?specialization=&practice_id=1121743,"Dr. Claudine Rae Lagman-Javier is a Dermatologist in San Lorenzo, Makati and has an experience of 11 years in this field.                                         more..","#2 Amorsolo Street Legaspi Village, Makati, Landmark: Near RCBC Plaza Ayala Avenue, Makati",Sat,9:00 AM - 11:00 AM,"[{""services"":""Scar Treatment""},{""services"":""Botox Injections""},{""services"":""Acne / Pimples Treatment""},{""services"":""Coronary Angiogram""},{""services"":""Laser Resurfacing""},{""services"":""Hair Transplant Surgery""},{""services"":""Anti Aging Treatment""},{""services"":""Laser""},{""services"":""Dental Fillings""},{""services"":""Wart Removal""},{""services"":""Aesthetic Dermatology""}]","San Lorenzo, Makati",Makati Medical Center - Hall B Room No. 133,null,"http://www.google.com/maps/place/14.558964,121.01438"
7,Dr. Claudine Rae Lagman-Javier,"San Lorenzo, Makati",11,Free Consultation,https://www.practo.com/makati/doctor/dr-claudine-rae-lagman-javier-dermatologist-cosmetologist?specialization=&practice_id=1121743,"Dr. Claudine Rae Lagman-Javier is a Dermatologist in San Lorenzo, Makati and has an experience of 11 years in this field.                                         more..","#2 Amorsolo Street Legaspi Village, Makati, Landmark: Near RCBC Plaza Ayala Avenue, Makati","Mon, Wed, Fri","9:00 AM - 12:00 PM
2:00 PM - 5:00 PM","[{""services"":""Scar Treatment""},{""services"":""Botox Injections""},{""services"":""Acne / Pimples Treatment""},{""services"":""Coronary Angiogram""},{""services"":""Laser Resurfacing""},{""services"":""Hair Transplant Surgery""},{""services"":""Anti Aging Treatment""},{""services"":""Laser""},{""services"":""Dental Fillings""},{""services"":""Wart Removal""},{""services"":""Aesthetic Dermatology""}]","San Lorenzo, Makati",Makati Medical Center - Hall B Room No. 133,null,"http://www.google.com/maps/place/14.558964,121.01438"
7,Dr. Claudine S. Roura,"Magallanes Village, Makati",13,Free Consultation,https://www.practo.com/makati/doctor/dr-claudine-s-roura-dermatologist?specialization=&practice_id=1133156,Dr. Claudine S. Roura is a board certified dermatologist and is Fellow of the Philippine Dermatological Society and the Philippine Academy of Cutaneous Surger  more..,"2nd Floor, SouthPark Plaza,  Paseo de Magallanes, Magallanes Village,  Makati City Philippines, Makati",Mon - Fri,10:00 AM - 6:00 PM,"[{""services"":""vaser lipo""},{""services"":""4D Vaser High Definition Liposculpture""},{""services"":""Breast Augmentation using Fat and Implants""},{""services"":""Automated Steady State Response Testing (ASSR)""},{""services"":""Butt Augmentation using Fats""},{""services"":""High Def Lipo with short scar Tummy Tuck""},{""services"":""Tummy Tucks""},{""services"":""Mommy Make Overs""},{""services"":""Gynecomastia Removal using Vaser with Pectoral Definition and Augmentation.""},{""services"":""Blepharoplasty""},{""services"":""Rhinoplasty""},{""services"":""Temporal Lift""},{""services"":""Full Face and Necklift""},{""services"":""Botox Injections""},{""services"":""Fillers""}]","Magallanes Village, Makati",Contours Advanced Face and Body Sculpting Institute,null,"http://www.google.com/maps/place/14.536023,121.018585"
7,Dr. Claudine S. Roura,"Magallanes Village, Makati",13,Free Consultation,https://www.practo.com/makati/doctor/dr-claudine-s-roura-dermatologist?specialization=&practice_id=1133156,Dr. Claudine S. Roura is a board certified dermatologist and is Fellow of the Philippine Dermatological Society and the Philippine Academy of Cutaneous Surger  more..,"2nd Floor, SouthPark Plaza,  Paseo de Magallanes, Magallanes Village,  Makati City Philippines, Makati",Sat,10:00 AM - 4:00 PM,"[{""services"":""vaser lipo""},{""services"":""4D Vaser High Definition Liposculpture""},{""services"":""Breast Augmentation using Fat and Implants""},{""services"":""Automated Steady State Response Testing (ASSR)""},{""services"":""Butt Augmentation using Fats""},{""services"":""High Def Lipo with short scar Tummy Tuck""},{""services"":""Tummy Tucks""},{""services"":""Mommy Make Overs""},{""services"":""Gynecomastia Removal using Vaser with Pectoral Definition and Augmentation.""},{""services"":""Blepharoplasty""},{""services"":""Rhinoplasty""},{""services"":""Temporal Lift""},{""services"":""Full Face and Necklift""},{""services"":""Botox Injections""},{""services"":""Fillers""}]","Magallanes Village, Makati",Contours Advanced Face and Body Sculpting Institute,null,"http://www.google.com/maps/place/14.536023,121.018585"
8,Dr. Donna Marie Sarrosa,"San Lorenzo, Makati",11,₱700,https://www.practo.com/makati/doctor/dr-donna-marie-sarrosa-dermatologist-cosmetologist?specialization=&practice_id=1133473,"Dr. Donna Marie Sarrosa is a Dermatologist in San Lorenzo, Makati and has an experience of 11 years in this field.                                                more..","#2 Amorsolo Street Legaspi Village, Makati, Landmark: Near RCBC Plaza Ayala Avenue, Makati",Mon - Sat,9:00 AM - 1:00 PM,"[{""services"":""Peel, Polishing, Lasers""},{""services"":""Skin Rash Treatment""},{""services"":""Chemical Peel""},{""services"":""Acne / Pimples Treatment""},{""services"":""Dermabrasion""},{""services"":""Weight Loss Diet Counseling""},{""services"":""Anti Aging Treatment""},{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Laser Hair Removal - Face""},{""services"":""Wart Removal""},{""services"":""Laser""}]","San Lorenzo, Makati",Makati Medical Center,₱700,"http://www.google.com/maps/place/14.558964,121.01438"
9,Dr. Elsie Reynosa P. Floreza,"San Lorenzo, Makati",null,₱800,https://www.practo.com/makati/doctor/dr-elsie-reynosa-p-floreza-dermatologist-cosmetologist?specialization=&practice_id=1120140,"Dr. Elsie Reynosa P. Floreza is a Dermatologist in Ugong, Pasig                                                                                                   more..","#2 Amorsolo Street Legaspi Village, Makati, Landmark: Near RCBC Plaza Ayala Avenue, Makati","Tue, Thu",2:30 PM - 6:00 PM,"[{""services"":""Anti Aging Treatment""},{""services"":""Wart Removal""},{""services"":""Dermaroller""},{""services"":""Chemical Peel""},{""services"":""Laser Hair Removal - Face""},{""services"":""Acne / Pimples Treatment""},{""services"":""Scar Treatment""},{""services"":""Botox Injections""},{""services"":""Hair Loss Treatment""},{""services"":""Dental Fillings""}]","San Lorenzo, Makati",Makati Medical Center - CIrc Room No. 362,₱800,"http://www.google.com/maps/place/14.558964,121.01438"
9,Dr. Elsie Reynosa P. Floreza,"San Lorenzo, Makati",null,₱800,https://www.practo.com/makati/doctor/dr-elsie-reynosa-p-floreza-dermatologist-cosmetologist?specialization=&practice_id=1120140,"Dr. Elsie Reynosa P. Floreza is a Dermatologist in Ugong, Pasig                                                                                                   more..","RS105, Joya South, Estrella St. Rockwell Center, Pasig",Mon - Sat,12:00 PM - 9:00 PM,"[{""services"":""Anti Aging Treatment""},{""services"":""Wart Removal""},{""services"":""Dermaroller""},{""services"":""Chemical Peel""},{""services"":""Laser Hair Removal - Face""},{""services"":""Acne / Pimples Treatment""},{""services"":""Scar Treatment""},{""services"":""Botox Injections""},{""services"":""Hair Loss Treatment""},{""services"":""Dental Fillings""}]","Ugong, Pasig",Derma 360,null,"http://www.google.com/maps/place/14.589134,121.060616"
9,Dr. Elsie Reynosa P. Floreza,"San Lorenzo, Makati",null,₱800,https://www.practo.com/makati/doctor/dr-elsie-reynosa-p-floreza-dermatologist-cosmetologist?specialization=&practice_id=1120140,"Dr. Elsie Reynosa P. Floreza is a Dermatologist in Ugong, Pasig                                                                                                   more..","#2 Amorsolo Street Legaspi Village, Makati, Landmark: Near RCBC Plaza Ayala Avenue, Makati","Mon, Wed, Fri",3:30 PM - 6:00 PM,"[{""services"":""Anti Aging Treatment""},{""services"":""Wart Removal""},{""services"":""Dermaroller""},{""services"":""Chemical Peel""},{""services"":""Laser Hair Removal - Face""},{""services"":""Acne / Pimples Treatment""},{""services"":""Scar Treatment""},{""services"":""Botox Injections""},{""services"":""Hair Loss Treatment""},{""services"":""Dental Fillings""}]","San Lorenzo, Makati",Makati Medical Center - CIrc Room No. 362,₱800,"http://www.google.com/maps/place/14.558964,121.01438"
9,Dr. Elsie Reynosa P. Floreza,"San Lorenzo, Makati",null,₱800,https://www.practo.com/makati/doctor/dr-elsie-reynosa-p-floreza-dermatologist-cosmetologist?specialization=&practice_id=1120140,"Dr. Elsie Reynosa P. Floreza is a Dermatologist in Ugong, Pasig                                                                                                   more..","#2 Amorsolo Street Legaspi Village, Makati, Landmark: Near RCBC Plaza Ayala Avenue, Makati",Sat,2:00 PM - 6:00 PM,"[{""services"":""Anti Aging Treatment""},{""services"":""Wart Removal""},{""services"":""Dermaroller""},{""services"":""Chemical Peel""},{""services"":""Laser Hair Removal - Face""},{""services"":""Acne / Pimples Treatment""},{""services"":""Scar Treatment""},{""services"":""Botox Injections""},{""services"":""Hair Loss Treatment""},{""services"":""Dental Fillings""}]","San Lorenzo, Makati",Makati Medical Center - CIrc Room No. 362,₱800,"http://www.google.com/maps/place/14.558964,121.01438"
10,Dr. Emmylou Eclipse Yngson,"San Lorenzo, Makati",14,₱200,https://www.practo.com/makati/doctor/dr-emmylou-eclipse-yngson-dermatologist-cosmetologist?specialization=&practice_id=727863,"Dr. Emmylou Eclipse Yngson is a Dermatologist in San Lorenzo, Makati and has an experience of 14 years in this field.                                             more..","4/F Bldg 3 Leo's Building 8133-8135 Dr. A. Santos Ave, Paranaque",Mon - Sat,10:00 AM - 7:00 PM,"[{""services"":""Aesthetic Dermatology""},{""services"":""Rhinoplasty""},{""services"":""Hair Transplant Surgery""},{""services"":""Thread Lift""}]","San Dionisio, Paranaque",Dermaesthetique,₱200,"http://www.google.com/maps/place/14.477931,120.99854"
10,Dr. Emmylou Eclipse Yngson,"San Lorenzo, Makati",14,₱200,https://www.practo.com/makati/doctor/dr-emmylou-eclipse-yngson-dermatologist-cosmetologist?specialization=&practice_id=727863,"Dr. Emmylou Eclipse Yngson is a Dermatologist in San Lorenzo, Makati and has an experience of 14 years in this field.                                             more..","Paseo Tesoro Building, 822 A. Arnaiz Avenue, San Lorenzo Village, Makati City., Makati",Wed,6:00 PM - 9:00 PM,"[{""services"":""Aesthetic Dermatology""},{""services"":""Rhinoplasty""},{""services"":""Hair Transplant Surgery""},{""services"":""Thread Lift""}]","San Lorenzo, Makati",Derm Aesthetique Skin Clinic,₱200,"http://www.google.com/maps/place/14.550849,121.017975"
10,Dr. Emmylou Eclipse Yngson,"San Lorenzo, Makati",14,₱200,https://www.practo.com/makati/doctor/dr-emmylou-eclipse-yngson-dermatologist-cosmetologist?specialization=&practice_id=727863,"Dr. Emmylou Eclipse Yngson is a Dermatologist in San Lorenzo, Makati and has an experience of 14 years in this field.                                             more..","Unit 105 Manila Residences, Taft Avenue, Landmark: Near DLSU, Manila","Mon - Wed, Fri - Sat",11:00 AM - 2:00 PM,"[{""services"":""Aesthetic Dermatology""},{""services"":""Rhinoplasty""},{""services"":""Hair Transplant Surgery""},{""services"":""Thread Lift""}]","Malate, Manila",Dermaesthetique,₱200,"http://www.google.com/maps/place/14.564935,120.993935"
10,Dr. Emmylou Eclipse Yngson,"San Lorenzo, Makati",14,₱200,https://www.practo.com/makati/doctor/dr-emmylou-eclipse-yngson-dermatologist-cosmetologist?specialization=&practice_id=727863,"Dr. Emmylou Eclipse Yngson is a Dermatologist in San Lorenzo, Makati and has an experience of 14 years in this field.                                             more..","Unit 105 Manila Residences, Taft Avenue, Landmark: Near DLSU, Manila",Thu,11:00 AM - 6:00 PM,"[{""services"":""Aesthetic Dermatology""},{""services"":""Rhinoplasty""},{""services"":""Hair Transplant Surgery""},{""services"":""Thread Lift""}]","Malate, Manila",Dermaesthetique,₱200,"http://www.google.com/maps/place/14.564935,120.993935"
10,Dr. Emmylou Eclipse Yngson,"San Lorenzo, Makati",14,₱200,https://www.practo.com/makati/doctor/dr-emmylou-eclipse-yngson-dermatologist-cosmetologist?specialization=&practice_id=727863,"Dr. Emmylou Eclipse Yngson is a Dermatologist in San Lorenzo, Makati and has an experience of 14 years in this field.                                             more..","U-107 Manila Executive Regency 1200 Jorge Bocobo St, Bgy 670, Zone 072 Ermita, Manila",Fri,9:00 AM - 9:00 PM,"[{""services"":""Aesthetic Dermatology""},{""services"":""Rhinoplasty""},{""services"":""Hair Transplant Surgery""},{""services"":""Thread Lift""}]","Ermita, Manila",Dermaesthetique clinic,₱200,"http://www.google.com/maps/place/14.578739,120.98239"
