id,name,loc,years,fee,link-href,info,clinic_add,sched_day,sched_time,services,clinic_loc,clinic_name,clinic_fee,clinic_dir
5,Dr. Claudine Y. Silva,"Fort Bonifacio, Taguig",13,Free Consultation,https://www.practo.com/taguig/doctor/dr-claudine-y-silva-dermatologist-cosmetologist?specialization=&practice_id=1130775,"Dr. Claudine Y. Silva is a Dermatologist in Ortigas, Pasig and has an experience of 13 years in this field.                                                       more..","Ortigas Avenue, Pasig",Mon - Sat,10:00 AM - 7:00 PM,[],"Ortigas, Pasig",The Medical City - Room No. 1201,null,"http://www.google.com/maps/place/14.589618,121.06961"
6,Dr. Cristina Cornelio-Bernardo,"Fort Bonifacio, Taguig",23,₱500,https://www.practo.com/taguig/doctor/dr-cristina-cornelio-bernardo-dermatologist-cosmetologist?specialization=&practice_id=1124031,"Dr. Cristina Cornelio-Bernardo is a Pediatric Dermatologist in Fort Bonifacio, Taguig and has an experience of 23 years in this field.                            more..","1604, 32nd St, Taguig, Metro Manila, Philippines, Landmark: Near S&R, Taguig",Mon - Sat,9:00 AM - 1:00 PM,"[{""services"":""Nutrition""},{""services"":""Well child""},{""services"":""Acne / Pimples Treatment""},{""services"":""Vaccination/ Immunization""}]","Fort Bonifacio, Taguig",St. Luke's Medical Center - Room No. 1118 Medical  Arts Buiding,₱500,"http://www.google.com/maps/place/14.554809,121.04763"
7,Dr. Elena M. Estrella,"Fort Bonifacio, Taguig",16,₱500,https://www.practo.com/taguig/doctor/dr-elena-m-estrella-dermatologist-cosmetologist?specialization=&practice_id=924381,"Dr. Elena M. Estrella is a Dermatologist in Wack-Wack Greenhills, Mandaluyong and has an experience of 16 years in this field.                                    more..","5th Floor, SM Megamall Bldg A, EDSA corner J. Vargas Avenue, Wakwak, Mandaluyong, 1552 Metro Manila, Mandaluyong",Thu - Sat,3:00 PM - 7:00 PM,"[{""services"":""Dermabrasion""},{""services"":""Laser Hair Removal - Face""},{""services"":""Laser Resurfacing""},{""services"":""Scar Treatment""},{""services"":""Chemical Peel""},{""services"":""Wart Removal""},{""services"":""Photofacial""},{""services"":""Acne / Pimples Treatment""},{""services"":""Laser Treatment""}]","Wack-Wack Greenhills, Mandaluyong",Mendez Weigh Less Center,₱500,"http://www.google.com/maps/place/14.585782,121.05488"
7,Dr. Elena M. Estrella,"Fort Bonifacio, Taguig",16,₱500,https://www.practo.com/taguig/doctor/dr-elena-m-estrella-dermatologist-cosmetologist?specialization=&practice_id=924381,"Dr. Elena M. Estrella is a Dermatologist in Wack-Wack Greenhills, Mandaluyong and has an experience of 16 years in this field.                                    more..","3/F Market-Market Mckinley Parkway Taguig, Landmark: Inside Market Market, Taguig",Mon - Wed,3:00 PM - 7:00 PM,"[{""services"":""Dermabrasion""},{""services"":""Laser Hair Removal - Face""},{""services"":""Laser Resurfacing""},{""services"":""Scar Treatment""},{""services"":""Chemical Peel""},{""services"":""Wart Removal""},{""services"":""Photofacial""},{""services"":""Acne / Pimples Treatment""},{""services"":""Laser Treatment""}]","Fort Bonifacio, Taguig",Mendez Medical Group,₱500,"http://www.google.com/maps/place/14.549491,121.05607"
8,Dr. Emmerson Gale S. Vista,"Fort Bonifacio, Taguig",6,Free Consultation,https://www.practo.com/taguig/doctor/dr-emmerson-gale-s-vista-dermatologist-cosmetologist?specialization=&practice_id=1130628,"Dr. Emmerson Gale S. Vista is a Dermatologist in Fort Bonifacio, Taguig and has an experience of 6 years in this field.                                           more..","1604, 32nd St, Taguig, Metro Manila, Philippines, Landmark: Near S&R, Taguig","Mon, Wed, Fri",1:00 PM - 6:00 PM,"[{""services"":""Anti Aging Treatment""}]","Fort Bonifacio, Taguig",St. Luke's Medical Center - Suite 1102,null,"http://www.google.com/maps/place/14.554809,121.04763"
8,Dr. Emmerson Gale S. Vista,"Fort Bonifacio, Taguig",6,Free Consultation,https://www.practo.com/taguig/doctor/dr-emmerson-gale-s-vista-dermatologist-cosmetologist?specialization=&practice_id=1130628,"Dr. Emmerson Gale S. Vista is a Dermatologist in Fort Bonifacio, Taguig and has an experience of 6 years in this field.                                           more..","1604, 32nd St, Taguig, Metro Manila, Philippines, Landmark: Near S&R, Taguig","Tue, Sat",2:00 PM - 6:00 PM,"[{""services"":""Anti Aging Treatment""}]","Fort Bonifacio, Taguig",St. Luke's Medical Center - Suite 1102,null,"http://www.google.com/maps/place/14.554809,121.04763"
9,Dr. Georgina Pastorfide,"Fort Bonifacio, Taguig",null,"₱1,500",https://www.practo.com/taguig/doctor/georgina-pastorfide-dermatologist-cosmetologist?specialization=&practice_id=728326,"Georgina Pastorfide is a Dermatologist in Fort Bonifacio, Taguig                                                                                                  more..","Unit 2C 10, Level 2, Sector Q, District 1, Bonifacio Global City, Landmark: Along BGC High Street, Taguig",Mon - Sat,11:00 AM - 7:00 PM,"[{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Peel, Polishing, Lasers""},{""services"":""Tattoo Removal""},{""services"":""Weight Loss Diet Counseling""},{""services"":""Photofacial""},{""services"":""Anti Aging Treatment""},{""services"":""Leucoderma Treatment""},{""services"":""Laser Hair Removal - Face""},{""services"":""Acne / Pimples Treatment""}]","Fort Bonifacio, Taguig",Renergy Derm Spa,₱1500,"http://www.google.com/maps/place/14.549523,121.05384"
10,Dr. Giselle Mary S. Lazaro,"Fort Bonifacio, Taguig",19,₱800,https://www.practo.com/taguig/doctor/giselle-mary-s-lazaro-dermatologist?specialization=&practice_id=1123746,"Dr. Giselle Mary S. Lazaro is a Dermatologist in Fort Bonifacio, Taguig and has an experience of 19 years in this field.                                          more..","3rd Floor 32nd and 5th Building 32nd street cor 5th avenue Bonifacio Global City, Landmark: St Lukes, Taguig","Mon, Wed, Fri - Sat",10:00 AM - 6:00 PM,"[{""services"":""Wrinkle Treatment""},{""services"":""Skin Rejuvenation""},{""services"":""Eczema Treatment""}]","Fort Bonifacio, Taguig",NU.U Asia,₱800,"http://www.google.com/maps/place/14.554093,121.048515"
11,Dr. Glenn Angelo S. Genuino,"Fort Bonifacio, Taguig",29,Free Consultation,https://www.practo.com/taguig/doctor/dr-glenn-angelo-s-genuino-cosmetic-plastic-surgeon?specialization=&practice_id=1124833,"Dr. Glenn Angelo S. Genuino is a Plastic Surgeon and Aesthetic Dermatologist in Fort Bonifacio, Taguig and has an experience of 29 years in these fields.         more..","1604, 32nd St, Taguig, Metro Manila, Philippines, Landmark: Near S&R, Taguig","Mon, Wed",9:00 AM - 12:00 PM,"[{""services"":""Laser Resurfacing""},{""services"":""Rhinoplasty""},{""services"":""Oral & Maxillofacial Surgery""},{""services"":""Cosmetic Surgery""},{""services"":""Andioplasty""},{""services"":""Botox Injections""},{""services"":""Mesolipolysis""},{""services"":""Abdominoplasty""},{""services"":""Microvascular Surgery""},{""services"":""General Surgery""}]","Fort Bonifacio, Taguig",St. Luke's Medical Center - Room No. 1220 Medical Arts Building,null,"http://www.google.com/maps/place/14.554809,121.04763"
11,Dr. Glenn Angelo S. Genuino,"Fort Bonifacio, Taguig",29,Free Consultation,https://www.practo.com/taguig/doctor/dr-glenn-angelo-s-genuino-cosmetic-plastic-surgeon?specialization=&practice_id=1124833,"Dr. Glenn Angelo S. Genuino is a Plastic Surgeon and Aesthetic Dermatologist in Fort Bonifacio, Taguig and has an experience of 29 years in these fields.         more..","1604, 32nd St, Taguig, Metro Manila, Philippines, Landmark: Near S&R, Taguig","Tue, Thu",1:00 PM - 5:00 PM,"[{""services"":""Laser Resurfacing""},{""services"":""Rhinoplasty""},{""services"":""Oral & Maxillofacial Surgery""},{""services"":""Cosmetic Surgery""},{""services"":""Andioplasty""},{""services"":""Botox Injections""},{""services"":""Mesolipolysis""},{""services"":""Abdominoplasty""},{""services"":""Microvascular Surgery""},{""services"":""General Surgery""}]","Fort Bonifacio, Taguig",St. Luke's Medical Center - Room No. 1220 Medical Arts Building,null,"http://www.google.com/maps/place/14.554809,121.04763"
12,Dr. Grace Carole Beltran,"Fort Bonifacio, Taguig",26,"₱1,000",https://www.practo.com/taguig/doctor/dr-grace-carole-beltran-dermatologist-cosmetologist?specialization=&practice_id=848674,"Dr. Grace Carole Beltran is a Dermatologist in Fort Bonifacio, Taguig and has an experience of 26 years in this field.                                            more..","279 E. Rodriguez Sr. Boulevard Eulogio Rodriguez Quezon City Metro Manila, Quezon City","Mon, Wed, Fri",1:00 PM - 4:00 PM,"[{""services"":""Chin Augmentation & Reduction""},{""services"":""Eyebrow Shaping""},{""services"":""Face & Body Sculpting""},{""services"":""Lip Augmentation & Reduction""},{""services"":""Hair Loss Treatment""},{""services"":""Buttock Augmentation""},{""services"":""NOSE LIFT""},{""services"":""Acne Treatment""},{""services"":""Fine Lines & Deep Wrinkle Removal""},{""services"":""Eyebag Removal""},{""services"":""Varicose Vein Treatment""},{""services"":""Breast Lift & Augmentation""},{""services"":""Liposuction & Tummy Tuck""},{""services"":""Stem Cell for Aging Problems""},{""services"":""Filler Injection""}]","E. Rodriguez, Quezon City",St. Luke's Medical Center - Room No. 907S,₱500,"http://www.google.com/maps/place/14.622538,121.023735"
12,Dr. Grace Carole Beltran,"Fort Bonifacio, Taguig",26,"₱1,000",https://www.practo.com/taguig/doctor/dr-grace-carole-beltran-dermatologist-cosmetologist?specialization=&practice_id=848674,"Dr. Grace Carole Beltran is a Dermatologist in Fort Bonifacio, Taguig and has an experience of 26 years in this field.                                            more..","RM. 907, Medical Arts Building, St. Luke's Medical Center, Rizal Dr. Cor., 32nd St., Bonifacio Global City, Taguig","Mon, Wed, Fri",8:00 AM - 12:00 PM,"[{""services"":""Chin Augmentation & Reduction""},{""services"":""Eyebrow Shaping""},{""services"":""Face & Body Sculpting""},{""services"":""Lip Augmentation & Reduction""},{""services"":""Hair Loss Treatment""},{""services"":""Buttock Augmentation""},{""services"":""NOSE LIFT""},{""services"":""Acne Treatment""},{""services"":""Fine Lines & Deep Wrinkle Removal""},{""services"":""Eyebag Removal""},{""services"":""Varicose Vein Treatment""},{""services"":""Breast Lift & Augmentation""},{""services"":""Liposuction & Tummy Tuck""},{""services"":""Stem Cell for Aging Problems""},{""services"":""Filler Injection""}]","Fort Bonifacio, Taguig",Grace Carole Beltran's Clinic,₱1000,"http://www.google.com/maps/place/14.554945,121.0482"
13,Dr. Guia Theresa Favor - Jorge,"Fort Bonifacio, Taguig",18,₱500,https://www.practo.com/taguig/doctor/guia-theresa-favor-jorge-dermatologist?specialization=&practice_id=1118242,"Dr. Guia Theresa Favor - Jorge is a Dermatologist in Fort Bonifacio, Taguig and has an experience of 18 years in this field.                                      more..","3rd Floor MancorCorporate Center, 32nd Street, Bonifacio Global City, Taguig City, Landmark: Subaru Car Dealer, Taguig",Mon - Sat,11:00 AM - 8:00 PM,"[{""services"":""Electrocautery""},{""services"":""Bacterial Skin Infection Treatment""},{""services"":""Scleroderma Treatment""},{""services"":""Breast Reduction""},{""services"":""Scar revision""},{""services"":""Wrinkle Treatment""},{""services"":""Tattoo Removal""},{""services"":""Extraction""},{""services"":""Mesotherapy""},{""services"":""Mole Removal""},{""services"":""Skin Care""},{""services"":""Skin Rejuvenation""},{""services"":""Hyper Pigmentation Treatment""},{""services"":""Laser Treatment""},{""services"":""Nose Fillers""}]","Fort Bonifacio, Taguig",Cosmedics Dermaster Aesthetic Center,₱500,"http://www.google.com/maps/place/14.555238,121.04656"
14,Dr. Isabel Ballesteros-Mangubat,"Fort Bonifacio, Taguig",null,"₱1,500",https://www.practo.com/taguig/doctor/isabel-ballesteros-mangubat-dermatologist-cosmetologist?specialization=&practice_id=728326,"Isabel Ballesteros-Mangubat is a Dermatologist in Fort Bonifacio, Taguig                                                                                          more..","Unit 2C 10, Level 2, Sector Q, District 1, Bonifacio Global City, Landmark: Along BGC High Street, Taguig",Mon - Sat,11:00 AM - 7:00 PM,"[{""services"":""Botox Injections""},{""services"":""Photofacial""},{""services"":""Laser Hair Removal - Face""},{""services"":""Wart Removal""},{""services"":""Weight Loss Diet Counseling""},{""services"":""Anti Aging Treatment""},{""services"":""Peel, Polishing, Lasers""},{""services"":""Tattoo Removal""},{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Scar Treatment""}]","Fort Bonifacio, Taguig",Renergy Derm Spa,₱1500,"http://www.google.com/maps/place/14.549523,121.05384"
15,Dr. Janice Soriano,"Fort Bonifacio, Taguig",null,₱800,https://www.practo.com/taguig/doctor/janice-soriano-dermatologist-cosmetologist?specialization=&practice_id=728277,Dr. Soriano is a board certified surgeon with special interest in aesthetic enhancement. Her extensive global training and experience with the field of surgery   more..,"2F, East Building, Forbestown Center, Burgos Circle, Bonifacio Global City, Landmark: Forbestown Center Circle, Taguig",Mon - Sun,10:00 AM - 7:00 PM,"[{""services"":""Laser Resurfacing""},{""services"":""Scar Treatment""},{""services"":""Wart Removal""},{""services"":""Photofacial""},{""services"":""Tattoo Removal""},{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Peel, Polishing, Lasers""},{""services"":""Anti Aging Treatment""},{""services"":""Botox Injections""}]","Fort Bonifacio, Taguig",The Aivee Clinic,₱800,"http://www.google.com/maps/place/14.551693,121.0443"
16,Dr. Jeannie Francisco-Diaz,"Fort Bonifacio, Taguig",16,₱500,https://www.practo.com/taguig/doctor/dr-jennie-francisco-diaz-dermatologist-cosmetologist-dermatologist?specialization=&practice_id=727693,"Dr. Jeannie Francisco-Diaz is a Dermatologist in Tunasan, Muntinlupa and has an experience of 16 years in this field.                                             more..","2F Alabang Town Center Alabang, Muntinlupa, Muntinlupa",Mon - Sat,10:00 AM - 7:00 PM,"[{""services"":""Other Services On Website""},{""services"":""Ipixel Surfacing""},{""services"":""Ultherapy ( HIFU)""},{""services"":""Laser For Slimming""},{""services"":""Botox / Mesotherapy""}]","Tunasan, Muntinlupa",Skin 101,₱500,"http://www.google.com/maps/place/14.377028,121.04445"
16,Dr. Jeannie Francisco-Diaz,"Fort Bonifacio, Taguig",16,₱500,https://www.practo.com/taguig/doctor/dr-jennie-francisco-diaz-dermatologist-cosmetologist-dermatologist?specialization=&practice_id=727693,"Dr. Jeannie Francisco-Diaz is a Dermatologist in Tunasan, Muntinlupa and has an experience of 16 years in this field.                                             more..","2nd Level, SM Fairview Quezon City, Quezon City",Sat,10:00 AM - 2:00 PM,"[{""services"":""Other Services On Website""},{""services"":""Ipixel Surfacing""},{""services"":""Ultherapy ( HIFU)""},{""services"":""Laser For Slimming""},{""services"":""Botox / Mesotherapy""}]","Santa Monica, Quezon City",skin 101,₱500,"http://www.google.com/maps/place/14.721107,121.04842"
16,Dr. Jeannie Francisco-Diaz,"Fort Bonifacio, Taguig",16,₱500,https://www.practo.com/taguig/doctor/dr-jennie-francisco-diaz-dermatologist-cosmetologist-dermatologist?specialization=&practice_id=727693,"Dr. Jeannie Francisco-Diaz is a Dermatologist in Tunasan, Muntinlupa and has an experience of 16 years in this field.                                             more..","4th Level Market! Market, Bonifacio Global City Taguig, Landmark: Inside Market Market, Taguig",Mon - Sun,10:00 AM - 7:00 PM,"[{""services"":""Other Services On Website""},{""services"":""Ipixel Surfacing""},{""services"":""Ultherapy ( HIFU)""},{""services"":""Laser For Slimming""},{""services"":""Botox / Mesotherapy""}]","Fort Bonifacio, Taguig",Skin 101,₱500,"http://www.google.com/maps/place/14.549274,121.05466"
16,Dr. Jeannie Francisco-Diaz,"Fort Bonifacio, Taguig",16,₱500,https://www.practo.com/taguig/doctor/dr-jennie-francisco-diaz-dermatologist-cosmetologist-dermatologist?specialization=&practice_id=727693,"Dr. Jeannie Francisco-Diaz is a Dermatologist in Tunasan, Muntinlupa and has an experience of 16 years in this field.                                             more..","187 M.Concepcion Street. San Joauquin, Pasig City, Pasig",Mon - Sun,11:00 AM - 9:00 PM,"[{""services"":""Other Services On Website""},{""services"":""Ipixel Surfacing""},{""services"":""Ultherapy ( HIFU)""},{""services"":""Laser For Slimming""},{""services"":""Botox / Mesotherapy""}]","San Joaquin, Pasig",Skin 101,₱500,"http://www.google.com/maps/place/14.55363,121.07009"
16,Dr. Jeannie Francisco-Diaz,"Fort Bonifacio, Taguig",16,₱500,https://www.practo.com/taguig/doctor/dr-jennie-francisco-diaz-dermatologist-cosmetologist-dermatologist?specialization=&practice_id=727693,"Dr. Jeannie Francisco-Diaz is a Dermatologist in Tunasan, Muntinlupa and has an experience of 16 years in this field.                                             more..","2nd Level, SM Fairview Quezon City, Quezon City","Tue, Thu",12:00 PM - 7:00 PM,"[{""services"":""Other Services On Website""},{""services"":""Ipixel Surfacing""},{""services"":""Ultherapy ( HIFU)""},{""services"":""Laser For Slimming""},{""services"":""Botox / Mesotherapy""}]","Santa Monica, Quezon City",skin 101,₱500,"http://www.google.com/maps/place/14.721107,121.04842"
17,Dr. Jocelle Davigoy,"Fort Bonifacio, Taguig",12,₱500,https://www.practo.com/taguig/doctor/dr-jocelle-s-davigoy-dermatologist-cosmetologist?specialization=&practice_id=839236,"Dr. Jocelle Davigoy is a Dermatologist in San Antonio, Paranaque and has an experience of 12 years in this field.                                                 more..","Unit E Plaza San Antonio San Antonio Valley 1 Sucat Paranaque, Paranaque","Mon, Wed",3:00 PM - 8:00 PM,"[{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Laser Hair Removal - Face""},{""services"":""Leucoderma Treatment""},{""services"":""Wart Removal""},{""services"":""Laser Resurfacing""},{""services"":""Scar Treatment""},{""services"":""Tattoo Removal""},{""services"":""Dermabrasion""},{""services"":""Photofacial""},{""services"":""Acne / Pimples Treatment""}]","San Antonio, Paranaque",Da Rosa Skin & Dental Clinic,₱300,"http://www.google.com/maps/place/14.468875,121.0212"
17,Dr. Jocelle Davigoy,"Fort Bonifacio, Taguig",12,₱500,https://www.practo.com/taguig/doctor/dr-jocelle-s-davigoy-dermatologist-cosmetologist?specialization=&practice_id=839236,"Dr. Jocelle Davigoy is a Dermatologist in San Antonio, Paranaque and has an experience of 12 years in this field.                                                 more..","Unit E Plaza San Antonio San Antonio Valley 1 Sucat Paranaque, Paranaque",Sat,10:00 AM - 1:30 PM,"[{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Laser Hair Removal - Face""},{""services"":""Leucoderma Treatment""},{""services"":""Wart Removal""},{""services"":""Laser Resurfacing""},{""services"":""Scar Treatment""},{""services"":""Tattoo Removal""},{""services"":""Dermabrasion""},{""services"":""Photofacial""},{""services"":""Acne / Pimples Treatment""}]","San Antonio, Paranaque",Da Rosa Skin & Dental Clinic,₱300,"http://www.google.com/maps/place/14.468875,121.0212"
17,Dr. Jocelle Davigoy,"Fort Bonifacio, Taguig",12,₱500,https://www.practo.com/taguig/doctor/dr-jocelle-s-davigoy-dermatologist-cosmetologist?specialization=&practice_id=839236,"Dr. Jocelle Davigoy is a Dermatologist in San Antonio, Paranaque and has an experience of 12 years in this field.                                                 more..","Unit E Plaza San Antonio San Antonio Valley 1 Sucat Paranaque, Paranaque",Fri,11:00 AM - 1:30 PM,"[{""services"":""Sun Spots, Age Spots, And Other Pigmented Lesions""},{""services"":""Laser Hair Removal - Face""},{""services"":""Leucoderma Treatment""},{""services"":""Wart Removal""},{""services"":""Laser Resurfacing""},{""services"":""Scar Treatment""},{""services"":""Tattoo Removal""},{""services"":""Dermabrasion""},{""services"":""Photofacial""},{""services"":""Acne / Pimples Treatment""}]","San Antonio, Paranaque",Da Rosa Skin & Dental Clinic,₱300,"http://www.google.com/maps/place/14.468875,121.0212"
